metric_name,entity_name,currency,date,item_segment,category_name,value,quarter_start,quarter_end
Gross Merchandise Volume - Total,eBay,USD,2021-12-26,United States,Toys & Hobbies,3847150.419069,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-25,United States,Musical Instruments,1221520.719865,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-23,United States,Toys & Hobbies,5906152.704085,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-23,International,Remaining Categories,390535.720642,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-13,International,Consumer Electronics,2986470.032934,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-03,International,Photo,2846732.600468,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-28,United States,"Business, Office & Industrial",11304615.314681,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-09-10,International,Musical Instruments,1517920.731985,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-09-06,United States,Photo,1570568.392167,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-18,United States,"Books, Movies & Music",1939279.326748,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-25,International,Sports,7454217.252131,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-19,United States,Parts & Accessories,19136545.888727,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-20,International,Collectibles & Art,7559376.190058,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-14,United States,Video Games,2300101.476084,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-12,United States,Video Games,2430662.688056,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-03-12,International,"Business, Office & Industrial",8541747.727282,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-02-20,United States,Toys & Hobbies,7097292.220434,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-23,United States,Collectibles & Art,13231320.274689,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-25,United States,Video Games,1994677.794143,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-22,United States,Collectibles & Art,9638771.881969,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-19,United States,Consumer Electronics,2862557.986434,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-03,United States,Sports,13633563.663573,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-14,United States,Toys & Hobbies,4805364.093423,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-25,United States,Collectibles & Art,9093758.705036,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-01,International,"Business, Office & Industrial",12320209.060529,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-27,International,Health & Beauty,6925052.615860,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-20,United States,Photo,2043307.954976,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-13,United States,Computers,6342974.505728,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-14,United States,"Business, Office & Industrial",8717412.967102,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-11,United States,Sports,9505834.787019,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-26,United States,Tickets & Travel,378651.274394,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-14,International,Clothing & Accessories,14345225.783811,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-17,United States,Parts & Accessories,20534656.263616,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-23,United States,"Business, Office & Industrial",8003126.782721,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-02,United States,Musical Instruments,1494403.140992,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-09,International,Cell Phones & Telecom,5846966.850572,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-02,United States,Musical Instruments,1998990.277847,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-13,United States,Computers,8863332.205566,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-02-22,International,Remaining Categories,591734.843011,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-18,International,Computers,12296831.604030,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-03,United States,Consumer Electronics,4332746.539595,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-08-11,International,Health & Beauty,5112998.088492,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-20,United States,Consumer Electronics,3791781.350860,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-20,International,Toys & Hobbies,6203176.731273,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-11,United States,Home & Garden,13506227.168937,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-11,United States,Cell Phones & Telecom,4448474.393791,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-19,International,Remaining Categories,383938.719164,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-15,United States,Musical Instruments,1609044.342602,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-03-08,International,Video Games,1728127.343646,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-02,International,Computers,6227761.864092,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-03,International,Remaining Categories,417654.465877,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-08-22,United States,Consumer Electronics,2519372.662917,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-31,United States,Health & Beauty,3729076.376904,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-08,United States,Consumer Electronics,2723266.443187,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-02,International,Computers,8809196.246626,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-02-19,International,Video Games,4713807.605222,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-21,International,Collectibles & Art,7704210.715493,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-12,United States,Clothing & Accessories,17690735.186568,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-10,United States,Parts & Accessories,20601891.244038,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-25,United States,Home & Garden,9362731.490824,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-24,International,Remaining Categories,382726.234625,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-09-21,International,Musical Instruments,1877468.504229,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-09-03,International,Health & Beauty,5804232.137434,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-20,International,Computers,6845061.013824,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-12,United States,Video Games,1886309.283983,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-06,International,Toys & Hobbies,6506414.647810,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-19,United States,Sports,11466124.395983,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-06,International,"Books, Movies & Music",2984989.149874,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-10,United States,Sports,13188040.382270,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-22,United States,"Books, Movies & Music",2301515.831472,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-03,United States,"Books, Movies & Music",1945000.860659,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-02,United States,Remaining Categories,489042.634426,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-21,United States,Photo,1182644.206603,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-31,United States,Musical Instruments,1377063.447229,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-25,United States,"Business, Office & Industrial",8754150.548850,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-19,International,Clothing & Accessories,13971183.389145,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-18,United States,Computers,7816460.721571,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-13,International,Remaining Categories,534005.836074,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-12,International,Consumer Electronics,3257527.834268,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-08,International,Health & Beauty,5582888.296185,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-31,United States,Collectibles & Art,9995220.516600,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-22,United States,Remaining Categories,237967.430998,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-07,United States,Cell Phones & Telecom,4015714.023274,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-02-28,United States,Computers,7365048.199220,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-02-23,International,Clothing & Accessories,15430557.330847,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-13,United States,Collectibles & Art,12148205.392785,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-09,United States,Health & Beauty,4131559.720412,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-09,United States,Consumer Electronics,3077944.717975,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-28,International,Photo,4338362.006954,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-20,United States,Musical Instruments,1683867.257111,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-18,International,Computers,7244516.814352,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-25,United States,Health & Beauty,4242574.416524,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-09-02,International,Musical Instruments,2103714.423372,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-17,United States,Clothing & Accessories,13536717.172238,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-22,International,"Business, Office & Industrial",8112360.783214,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-09,United States,Computers,7361067.203851,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-29,United States,Sports,13221769.795891,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-01-07,United States,Parts & Accessories,14301319.730887,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-24,United States,Toys & Hobbies,4665811.503832,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-09-10,United States,Sports,11306217.356459,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-01,International,Home & Garden,25648524.960199,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-22,United States,"Business, Office & Industrial",7590857.697949,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-10,United States,Clothing & Accessories,10963207.863904,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-09,International,Clothing & Accessories,12988525.365921,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-19,International,"Business, Office & Industrial",7665882.293135,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-19,International,Photo,2341139.970549,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-02,United States,Photo,2229652.197044,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-11-28,United States,Cell Phones & Telecom,4964206.727963,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-29,United States,"Business, Office & Industrial",8947795.117381,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-16,International,Cell Phones & Telecom,5804158.112643,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-04,United States,Health & Beauty,3970214.007006,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-27,United States,Parts & Accessories,25458664.776688,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-13,International,Computers,6069608.356775,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-03-07,International,Computers,6667745.808747,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-03,International,Parts & Accessories,19890030.499782,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-23,United States,Home & Garden,7054774.051704,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-16,International,Toys & Hobbies,3739578.054309,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-12,United States,Collectibles & Art,7802544.773434,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-03,International,Health & Beauty,4596814.959627,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-28,International,Musical Instruments,1247425.048086,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-08-15,International,Cell Phones & Telecom,4853677.236425,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-14,United States,Sports,12322220.652872,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-02,International,Musical Instruments,1629968.673180,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-01,International,Home & Garden,32970804.801010,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-29,United States,Parts & Accessories,26403293.437192,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-23,United States,Parts & Accessories,23107599.890175,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-12-11,United States,Home & Garden,11103960.141494,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-06,United States,Video Games,1581110.413920,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-22,United States,Tickets & Travel,56807.324789,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-13,United States,"Books, Movies & Music",2101851.769880,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-02,International,Musical Instruments,1369707.686679,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-18,United States,Cell Phones & Telecom,2691698.847809,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-03-08,International,Cell Phones & Telecom,6382657.575148,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-16,United States,Remaining Categories,277156.759686,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-22,United States,Remaining Categories,337635.533722,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-06,United States,Health & Beauty,4556837.064990,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-25,International,Collectibles & Art,6636160.628363,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-15,International,Sports,7991837.823909,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-24,United States,Computers,7123712.573261,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-14,United States,Home & Garden,9528453.348026,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-08,United States,Computers,10334345.722049,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-02,United States,Sports,15260026.022058,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-01-31,United States,Remaining Categories,569927.000571,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-27,United States,"Business, Office & Industrial",9077836.305299,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-22,United States,Tickets & Travel,32949.316606,2020-10-01,2020-12-31
