metric_name,entity_name,currency,date,item_segment,category_name,value,quarter_start,quarter_end
Gross Merchandise Volume - Total,eBay,USD,2021-06-26,International,Computers,8275092.731577,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-21,International,Collectibles & Art,7528835.165328,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-17,International,Cell Phones & Telecom,8011406.211499,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-03-27,United States,Parts & Accessories,24658844.713704,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-20,International,Remaining Categories,468131.434872,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-16,International,Collectibles & Art,8841881.708646,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-11,United States,Photo,1543185.030333,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-11,United States,Health & Beauty,4303688.521025,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-03,United States,Video Games,3635669.230511,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-17,United States,Video Games,5011281.361526,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-13,International,Parts & Accessories,19470779.972365,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-04-12,International,Remaining Categories,279806.480689,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-05,United States,Consumer Electronics,3027606.217867,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-07,United States,Toys & Hobbies,3796696.641864,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-14,International,Health & Beauty,5427519.532541,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-06,United States,Photo,2619292.635256,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-08-28,United States,Health & Beauty,3525623.698546,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-29,United States,Remaining Categories,311307.037693,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-04,International,Clothing & Accessories,13297899.165899,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-16,International,Health & Beauty,5619920.815371,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-08,International,Video Games,2396540.873850,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-03,United States,Health & Beauty,3895030.175235,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-09,International,Health & Beauty,5191900.139258,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-02-19,International,Photo,2635231.599885,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-14,United States,Sports,12742660.558295,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-16,United States,Consumer Electronics,4490764.782811,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-08,International,Cell Phones & Telecom,5666343.988504,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-15,United States,"Business, Office & Industrial",9855876.816676,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-27,United States,Home & Garden,10248955.832390,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-26,United States,Parts & Accessories,23005514.249440,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-01,International,Video Games,1985446.922125,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-17,International,Computers,7932137.651428,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-11,International,Clothing & Accessories,14615952.350943,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-06,United States,"Books, Movies & Music",2179496.518919,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-04,United States,Health & Beauty,6131050.931329,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-12-14,United States,Tickets & Travel,153633.115595,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-28,International,Computers,7925029.903048,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-10,United States,Collectibles & Art,11023675.211064,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-05,International,Tickets & Travel,139393.316045,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-06,United States,Health & Beauty,3258379.818091,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-21,International,Clothing & Accessories,12380357.294267,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-19,International,Home & Garden,21704988.176837,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-21,International,Tickets & Travel,128003.271465,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-08,United States,"Business, Office & Industrial",12187242.261387,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-07,United States,Consumer Electronics,3205301.125555,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-07,International,Remaining Categories,432069.346897,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-21,United States,"Business, Office & Industrial",8569884.378365,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-18,United States,Tickets & Travel,138178.091295,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-06,International,Sports,8968283.857298,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-28,United States,Collectibles & Art,9976286.680061,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-03-12,United States,Home & Garden,10062693.978415,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-10,International,Parts & Accessories,26455297.378254,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-02-14,International,Cell Phones & Telecom,5406737.980169,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-06,International,Musical Instruments,1493264.860375,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-01,International,Musical Instruments,1886771.878493,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-08,International,Tickets & Travel,126290.316392,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-05,International,"Business, Office & Industrial",8418055.325728,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-01,International,Photo,3022820.540491,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-29,International,Home & Garden,30345052.699670,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-24,International,"Business, Office & Industrial",6874401.536250,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-19,International,Musical Instruments,1715389.504092,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-06,International,Remaining Categories,526443.963390,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-23,International,Collectibles & Art,6964491.569991,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-09-07,International,Photo,2945308.922363,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-20,United States,Consumer Electronics,3174497.081902,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-06,International,Computers,9749600.712884,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-16,United States,Health & Beauty,7417400.649426,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-02-23,United States,"Business, Office & Industrial",5857384.404759,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-19,International,Musical Instruments,1837612.213805,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-08,United States,Consumer Electronics,2952184.861122,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-27,United States,Health & Beauty,3894913.395683,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-01,International,Remaining Categories,441021.319524,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-21,United States,Computers,9159097.278382,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-21,International,"Books, Movies & Music",2224467.300421,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-04,United States,Video Games,1740850.052828,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-10,International,Video Games,2069942.254911,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-08,United States,Sports,11738266.589247,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-15,International,Collectibles & Art,8178966.385168,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-10,United States,Photo,1992737.648558,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-12-04,International,Computers,10095700.618732,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-14,International,"Books, Movies & Music",3482409.748749,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-06,United States,Tickets & Travel,70205.859560,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-21,United States,Clothing & Accessories,11911768.901527,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-17,United States,Parts & Accessories,21575045.363558,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-14,International,Consumer Electronics,4772900.616855,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-11,International,Collectibles & Art,6914789.297734,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-01,United States,"Books, Movies & Music",1909639.447292,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-03,United States,"Books, Movies & Music",1996437.439053,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-22,International,Sports,11311659.056999,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-11,International,Health & Beauty,5498789.551167,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-02-23,International,Collectibles & Art,8283092.987716,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-21,International,"Business, Office & Industrial",7260682.351065,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-09,United States,Consumer Electronics,2835430.684963,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-30,International,Consumer Electronics,3734403.704730,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-02,United States,Home & Garden,6684732.044842,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-16,United States,Toys & Hobbies,6089681.867355,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-24,United States,Photo,2087989.596224,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-23,International,Cell Phones & Telecom,6966126.916802,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-23,International,Remaining Categories,559674.973805,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-04,United States,"Business, Office & Industrial",10387589.903554,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-16,International,Parts & Accessories,16859792.114172,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-09,United States,Musical Instruments,1236544.775603,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-08,International,"Business, Office & Industrial",7103973.973893,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-15,United States,Clothing & Accessories,11591847.737686,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-10,International,Remaining Categories,377551.713291,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-28,United States,Video Games,2427272.955773,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-23,International,Cell Phones & Telecom,5925479.380504,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-03-17,International,Remaining Categories,447424.768149,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-16,United States,Parts & Accessories,33091257.962589,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-13,United States,Computers,8432106.425731,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-13,International,Toys & Hobbies,7889235.381126,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-05,International,Video Games,1821301.760689,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-10,United States,Remaining Categories,443135.758083,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-19,International,Clothing & Accessories,14258893.969636,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-05,International,Cell Phones & Telecom,5550067.497142,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-12,United States,Health & Beauty,3611618.777955,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-26,International,Sports,7230402.716046,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-02,United States,Tickets & Travel,96419.499445,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-12,United States,Clothing & Accessories,13307497.685479,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-29,International,Computers,8084628.809033,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-09-26,United States,Clothing & Accessories,13942483.618730,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-09-06,International,Health & Beauty,4755375.574739,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-09-02,International,Clothing & Accessories,13812140.299811,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-08-24,United States,Collectibles & Art,10011218.275874,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-11,United States,Video Games,2391837.139479,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-04,International,Cell Phones & Telecom,5152943.115596,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-12,United States,Health & Beauty,4631965.569616,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-03-30,International,Photo,2939503.526354,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-28,International,Remaining Categories,514123.691007,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-26,United States,Remaining Categories,425370.910928,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-12,United States,Computers,5281455.413128,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-05,International,Consumer Electronics,4933736.426571,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-08-10,International,Home & Garden,35527141.855592,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-09,International,Toys & Hobbies,6512715.162131,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-29,United States,Computers,10087642.725798,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-30,United States,Home & Garden,14811067.571220,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-23,International,Video Games,3925207.959931,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-13,United States,Parts & Accessories,17948584.089196,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-03-02,International,Computers,8858541.953441,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-17,International,Tickets & Travel,229345.209092,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-17,International,Photo,2782207.736865,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-27,International,Cell Phones & Telecom,5929801.388852,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-21,United States,"Business, Office & Industrial",8659296.785553,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-06,United States,Consumer Electronics,2466619.056175,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-25,United States,Consumer Electronics,3019600.633518,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-07-04,International,Cell Phones & Telecom,6055101.958394,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-15,United States,Consumer Electronics,3017549.743864,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-05,International,Collectibles & Art,10335677.156870,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-05,United States,Clothing & Accessories,13993174.850040,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-02-14,International,Collectibles & Art,10406158.288777,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-22,United States,"Business, Office & Industrial",6830729.703877,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-09,United States,Toys & Hobbies,5537238.812447,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-22,International,Health & Beauty,4205647.071349,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-15,International,"Business, Office & Industrial",7425700.123551,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-12,International,Sports,8808157.442858,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-23,United States,Toys & Hobbies,6069888.741138,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-01,International,Collectibles & Art,6977868.182385,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-26,International,Cell Phones & Telecom,7142772.143251,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-09-01,International,Musical Instruments,2253644.851807,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-05,International,Toys & Hobbies,5188197.978864,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-13,International,Parts & Accessories,23779075.741591,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-05,United States,Health & Beauty,4677864.150395,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-03-02,United States,Toys & Hobbies,4098257.477489,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-03,United States,Cell Phones & Telecom,3767396.924153,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-29,International,Collectibles & Art,5902726.671022,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-12-09,United States,Consumer Electronics,3673245.113672,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-14,United States,Toys & Hobbies,5197622.486874,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-19,International,Parts & Accessories,18941413.543954,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-09-06,United States,Toys & Hobbies,5386013.827390,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-10,International,"Books, Movies & Music",2169185.670035,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-21,United States,Musical Instruments,1684449.841877,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-05,United States,Collectibles & Art,12981222.378613,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-23,United States,Tickets & Travel,107652.147977,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-17,International,Computers,8818728.430539,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-03-29,International,Toys & Hobbies,8480571.337975,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-19,International,Sports,10373384.655479,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-24,International,Clothing & Accessories,17365897.166669,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-06,International,"Books, Movies & Music",4260524.040542,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-14,United States,Consumer Electronics,3250070.673995,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-15,International,Video Games,2136957.131568,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-07-17,United States,"Business, Office & Industrial",10265675.917988,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-15,United States,Video Games,1932300.166796,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-05,United States,Computers,7823844.574574,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-28,United States,Collectibles & Art,8935371.922845,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-24,International,Cell Phones & Telecom,5967775.757042,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-05-17,United States,Photo,1876952.974223,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-04-08,United States,Collectibles & Art,8720995.490869,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-22,United States,Parts & Accessories,14513699.094850,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-03-20,United States,Musical Instruments,2199975.287675,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-27,International,Health & Beauty,5779153.083860,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-24,United States,Home & Garden,6859829.301912,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-12,International,Cell Phones & Telecom,5601407.018615,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-02-08,International,Home & Garden,19821291.822495,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-21,International,Home & Garden,22014861.050664,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-28,United States,Remaining Categories,347136.871744,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-21,United States,Collectibles & Art,11467245.988606,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-11,United States,Toys & Hobbies,5154921.621706,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-06,United States,Home & Garden,8593904.316086,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-02,International,Tickets & Travel,116862.117931,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-09-13,United States,Sports,13352597.888574,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-09,United States,Health & Beauty,4115127.914680,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-05-11,International,Video Games,2249502.873209,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-30,United States,Parts & Accessories,23574888.453998,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-04-09,United States,Parts & Accessories,26839134.858340,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-03-31,International,Computers,7657781.269885,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-03-13,United States,Cell Phones & Telecom,4507043.271165,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-01-26,International,Health & Beauty,5945787.451955,2021-01-01,2021-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-12-08,United States,Video Games,4533124.337957,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-11-29,International,Clothing & Accessories,22601548.652935,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-13,International,Tickets & Travel,118274.837280,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-12,United States,Musical Instruments,2202871.628869,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-10-06,International,Collectibles & Art,6854321.942855,2020-10-01,2020-12-31
Gross Merchandise Volume - Total,eBay,USD,2020-09-23,United States,Home & Garden,10725451.090855,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-08-16,United States,Toys & Hobbies,4805027.723785,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-07-28,International,Clothing & Accessories,13421281.572831,2020-07-01,2020-09-30
Gross Merchandise Volume - Total,eBay,USD,2020-06-03,International,Photo,2754955.739185,2020-04-01,2020-06-30
Gross Merchandise Volume - Total,eBay,USD,2020-03-24,International,Computers,8116155.436568,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-03-12,International,Consumer Electronics,3273224.599905,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-24,International,Photo,2398253.153302,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2020-01-13,International,Toys & Hobbies,5413118.694710,2020-01-01,2020-03-31
Gross Merchandise Volume - Total,eBay,USD,2021-11-12,United States,Toys & Hobbies,5553830.372240,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-06,United States,Sports,11882259.753647,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-10-04,United States,Parts & Accessories,19085329.998578,2021-10-01,2021-12-31
Gross Merchandise Volume - Total,eBay,USD,2021-08-10,United States,Sports,14589825.454688,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-27,International,Tickets & Travel,161565.444860,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-17,United States,Computers,5084384.395167,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-07-05,International,Tickets & Travel,394810.346400,2021-07-01,2021-09-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-17,International,Health & Beauty,5051656.111753,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-15,United States,Remaining Categories,283423.180837,2021-04-01,2021-06-30
Gross Merchandise Volume - Total,eBay,USD,2021-06-11,United States,Tickets & Travel,79613.870804,2021-04-01,2021-06-30
